id_media,week,id_country,article_nb
en_GBR_dailyt_int,2014-09-01,SOM,2.1666666667
en_GBR_guardi_int,2014-02-17,ROU,2
es_CHL_mercur_int,2014-07-07,HND,2.3333333333
en_NZL_nzhera_int,2015-03-16,ISR,41.3333333333
es_VEN_univer_int,2015-03-23,PAK,0.3333333333
en_IND_hindti_int,2015-05-25,BRA,0.5
fr_DZA_xpress_int,2015-05-11,TUN,1
fr_FRA_lmonde_int,2014-01-27,CRI,1
es_ESP_elpais_int,2015-02-02,IRN,2
en_PAK_newint_int,2015-04-20,LBY,2
fr_BEL_lesoir_int,2014-08-11,LBR,3
es_MEX_jormex_int,2014-12-22,ITA,1
es_ESP_elpais_int,2015-03-23,FRA,11.5
fr_FRA_lepari_int,2014-06-30,BRA,2
en_NZL_nzhera_int,2015-01-05,PER,2
es_CHL_tercer_int,2014-05-19,GRC,0.5
fr_FRA_lmonde_int,2014-07-28,ESP,3
es_MEX_univer_int,2014-07-07,IDN,1
en_CHN_mopost_int,2014-05-19,MEX,1
en_NZL_nzhera_int,2015-05-11,ARG,4
en_IND_tindia_int,2015-01-26,JPN,10
es_MEX_jormex_int,2014-04-07,RWA,0.5
es_MEX_jormex_int,2015-06-29,VEN,2
fr_FRA_lepari_int,2014-10-06,QAT,0.8333333333
es_VEN_univer_int,2015-05-25,SDN,1
es_MEX_univer_int,2014-07-28,JPN,1
en_NZL_nzhera_int,2014-09-01,SDN,1
es_BOL_patria_int,2014-03-24,FRA,0.5
es_MEX_univer_int,2015-04-06,UGA,0.5
en_GBR_guardi_int,2015-01-26,MEX,7
fr_FRA_lmonde_int,2015-03-30,ZAF,1
en_SGP_twoday_int,2014-12-01,CAN,4
fr_FRA_lmonde_int,2015-06-01,ITA,4
es_BOL_larazo_int,2014-03-31,GIN,1
en_NZL_nzhera_int,2014-10-06,SOM,3
en_IND_tindia_int,2015-06-01,NPL,7
fr_FRA_lmonde_int,2014-05-19,EGY,4
es_CHL_mercur_int,2015-02-16,CHE,1
es_CHL_mercur_int,2015-06-01,PAK,0.5
en_JPN_jatime_int,2015-03-02,NGA,1.5
en_USA_nytime_int,2014-09-08,LBR,1
en_USA_nytime_int,2014-08-04,NIC,0.5
en_PAK_newint_int,2014-05-05,ISR,1.5
es_CHL_mercur_int,2014-12-22,LBY,1
es_CHL_tercer_int,2014-04-07,SOM,1
en_GBR_guardi_int,2015-06-01,VAT,4.3333333333
en_GBR_guardi_int,2015-05-11,IND,9.5
en_AUS_hersun_int,2014-07-28,SYR,1
en_MYS_starmy_int,2015-06-22,LBY,10.5
en_MYS_starmy_int,2014-09-22,LAO,1
es_MEX_univer_int,2015-06-08,MYS,2
en_NZL_nzhera_int,2014-04-28,BRA,9.5
en_GBR_guardi_int,2014-03-03,TZA,1
en_NZL_nzhera_int,2015-04-27,URY,2
en_PAK_newint_int,2014-03-10,LKA,0.5
es_ARG_nacion_int,2014-12-15,CHN,1
en_USA_nytime_int,2015-01-12,SYR,11.3333333333
fr_DZA_elwata_int,2014-09-08,IRQ,1
es_MEX_univer_int,2015-05-25,IND,6
en_CHN_chinad_int,2014-02-24,IDN,1
es_VEN_univer_int,2014-03-31,IRQ,2
fr_FRA_lmonde_int,2014-12-01,KEN,6
en_JPN_jatime_int,2014-05-12,ARG,1
es_BOL_larazo_int,2015-04-06,RUS,2
en_GBR_guardi_int,2015-03-16,GRC,19
en_MYS_starmy_int,2015-05-11,NLD,1
en_NZL_nzhera_int,2014-03-10,BGR,1
es_ESP_elpais_int,2015-05-04,CRI,2
en_GBR_guardi_int,2014-12-22,BRA,1
en_USA_nytime_int,2014-07-07,MEX,1.5
en_GBR_guardi_int,2015-02-23,ETH,1
en_NZL_nzhera_int,2014-06-30,IRN,4
es_CHL_tercer_int,2014-10-13,BOL,12.8333333333
en_CAN_starca_int,2015-06-15,SSD,0.5
es_VEN_univer_int,2014-06-09,MAR,2
es_ESP_catalu_int,2015-06-01,DNK,1
en_SGP_twoday_int,2014-05-05,NGA,7
en_NZL_nzhera_int,2014-07-07,SSD,1.6666666667
en_CHN_mopost_int,2013-12-30,AUS,1
es_BOL_larazo_int,2014-01-13,ISR,1
en_CAN_starca_int,2015-03-16,CHL,0.5
en_NGA_thiday_int,2015-05-04,DEU,1
fr_FRA_lepari_int,2014-06-30,USA,10.5
es_ESP_catalu_int,2014-04-14,NGA,4
en_CAN_starca_int,2014-04-14,IND,1
es_CHL_tercer_int,2014-11-10,COD,0.5
es_BOL_patria_int,2015-02-16,ITA,2.5
es_ARG_nacion_int,2014-09-08,VEN,4
en_GBR_guardi_int,2015-06-01,YEM,7.5
es_MEX_univer_int,2014-06-09,URY,1
en_NZL_nzhera_int,2014-07-21,CYP,1
en_IND_hindti_int,2014-11-17,USA,20
en_CAN_starca_int,2014-11-17,IRN,3
en_USA_nytime_int,2014-02-24,UKR,49.5
fr_BEL_lesoir_int,2015-02-09,IND,2
es_BOL_patria_int,2015-04-13,USA,10.1666666667
es_CHL_tercer_int,2014-09-01,ARG,1
en_NZL_nzhera_int,2015-05-25,CAN,10.5
en_GBR_guardi_int,2015-05-18,PSE,9.8333333333
fr_CAN_jmontr_int,2014-05-05,BEL,1
en_GBR_dailyt_int,2014-09-01,RUS,20
en_CAN_starca_int,2014-05-19,RUS,3.5
en_MYS_starmy_int,2014-06-02,LKA,1
en_SGP_twoday_int,2015-04-20,CUB,2.5
fr_FRA_lmonde_int,2015-01-12,RUS,4
es_ARG_nacion_int,2014-09-15,SLE,1
en_USA_nytime_int,2014-03-10,POL,1
en_USA_wapost_int,2015-02-23,SAU,1
en_IND_tindia_int,2014-06-23,BIH,1
fr_FRA_lepari_int,2015-01-12,DZA,3.3333333333
en_USA_nytime_int,2014-11-03,MYS,3
en_NZL_nzhera_int,2015-03-02,HTI,3
en_GBR_guardi_int,2014-04-07,SLB,3
en_USA_nytime_int,2014-04-14,MEX,6
fr_DZA_xpress_int,2014-11-03,ESH,0.5
en_IND_hindti_int,2015-05-25,BGD,8
es_MEX_univer_int,2015-06-08,COL,10
en_GBR_dailyt_int,2014-09-22,NZL,2
en_USA_nytime_int,2015-01-12,ESP,2
en_NZL_nzhera_int,2014-02-17,MMR,2
en_CHN_chinad_int,2014-03-03,MYS,51.8333333333
en_SGP_twoday_int,2014-10-27,HUN,5.8333333333
en_NGA_thiday_int,2014-02-03,BRA,1.3333333333
en_CAN_starca_int,2014-08-11,PAK,3.5
en_IND_hindti_int,2015-02-23,DEU,1
fr_BEL_lesoir_int,2015-02-09,BLR,2.5
en_CHN_mopost_int,2014-10-20,AUT,0.5
en_USA_wapost_int,2015-01-26,SYR,0.5
en_IND_tindia_int,2014-05-26,ARE,0.5
en_GBR_guardi_int,2015-02-02,GIN,0.5
en_USA_nytime_int,2015-03-23,LBY,1
es_MEX_univer_int,2014-12-15,BOL,0.3333333333
en_GBR_dailyt_int,2014-11-17,UKR,9
en_AUS_austra_int,2014-07-07,SDN,1
es_VEN_univer_int,2014-10-27,BGD,1
fr_DZA_elwata_int,2014-04-21,MLI,1
en_USA_wapost_int,2014-07-14,CAN,1
en_CHN_chinad_int,2014-01-06,IRQ,3.5
en_PAK_newint_int,2014-03-10,VEN,2.5
es_BOL_larazo_int,2015-02-16,IRN,1.5
en_SGP_twoday_int,2015-01-19,PHL,0.5
en_CHN_mopost_int,2014-04-07,CHL,2
en_SGP_twoday_int,2014-08-11,TWN,0.5
en_GBR_guardi_int,2015-06-08,GUY,0.5
en_NGA_thiday_int,2015-01-26,CHN,1
es_VEN_univer_int,2014-05-12,JOR,0.5
es_MEX_univer_int,2014-03-24,NGA,1
es_CHL_tercer_int,2015-05-04,FIN,1
en_SGP_twoday_int,2014-09-29,DZA,1.5
es_VEN_univer_int,2015-06-08,ECU,3.5
en_NZL_nzhera_int,2015-04-27,SSD,0.5
en_GBR_guardi_int,2014-09-01,FRA,6.3333333333
en_NGA_thiday_int,2015-06-15,THA,1
en_CHN_chinad_int,2015-06-08,CUB,1
es_VEN_univer_int,2015-06-29,GRC,18.3333333333
en_CHN_mopost_int,2014-12-15,ISR,1
en_USA_nytime_int,2014-04-07,GBR,5.5
es_CHL_tercer_int,2014-08-18,CAN,1
en_NZL_nzhera_int,2014-07-14,BOL,1
en_MYS_starmy_int,2015-02-02,IRL,1
en_CHN_mopost_int,2015-05-11,FRA,2.3333333333
en_GBR_dailyt_int,2014-09-15,IRQ,10.5
es_CHL_mercur_int,2014-05-26,BRA,6
en_NZL_nzhera_int,2014-11-17,ROU,6
en_JPN_jatime_int,2015-04-20,TUR,1
es_VEN_univer_int,2014-04-07,LBN,2.5
es_MEX_univer_int,2015-03-02,CHN,12.5
fr_FRA_lmonde_int,2015-02-02,JOR,16
es_MEX_univer_int,2014-09-22,SOM,1
en_IND_tindia_int,2014-12-15,BEL,3
fr_CAN_jmontr_int,2014-03-24,USA,11.5
en_CHN_chinad_int,2015-03-30,BRA,3
fr_DZA_xpress_int,2014-02-24,USA,1.8333333333
en_CHN_chinad_int,2014-03-24,IRQ,1
es_VEN_univer_int,2014-05-19,USA,21.8333333333
en_GBR_guardi_int,2014-10-20,EGY,4.5
es_BOL_patria_int,2015-01-12,ECU,2
es_BOL_larazo_int,2014-03-24,HND,1
en_SGP_twoday_int,2015-05-25,CAN,7.5
en_NZL_nzhera_int,2014-11-03,BEL,2
fr_FRA_lmonde_int,2014-09-29,SWE,0.5
es_BOL_patria_int,2014-04-07,MYS,1.5
fr_CAN_jmontr_int,2014-03-24,EGY,4
en_CHN_mopost_int,2014-01-20,IND,0.5
en_GBR_dailyt_int,2015-06-01,IRQ,8.5
en_ZWE_chroni_int,2014-10-27,MYS,1
fr_BEL_derheu_int,2014-07-07,PRK,0.5
en_SGP_twoday_int,2014-08-04,UGA,1
es_CHL_tercer_int,2014-11-17,HKG,2
en_MYS_starmy_int,2014-12-08,KWT,0.5
en_IND_tindia_int,2015-05-25,SYR,7.3333333333
en_NZL_nzhera_int,2013-12-30,ISR,18.5
fr_FRA_lmonde_int,2014-09-01,QAT,0.5
es_ARG_nacion_int,2015-01-12,RUS,1.5
es_VEN_univer_int,2014-08-04,NLD,1
en_MLT_tmalta_int,2014-04-21,SVN,1
en_JPN_jatime_int,2014-05-05,UKR,9
fr_FRA_lepari_int,2014-11-03,ESP,4
en_NGA_thiday_int,2014-09-08,IND,1
en_CAN_starca_int,2014-07-14,PAK,1
es_CHL_tercer_int,2015-05-25,FRA,4
en_AUS_hersun_int,2014-03-31,FRA,3
es_ARG_nacion_int,2014-11-03,IRQ,2
en_NGA_thiday_int,2014-10-27,CHN,1
en_NZL_nzhera_int,2014-06-09,SOM,2
fr_FRA_lepari_int,2014-08-18,JPN,0.5
en_GBR_dailyt_int,2014-05-05,PAK,1
en_AUS_hersun_int,2014-09-22,POL,1
en_AUS_austra_int,2014-03-17,CHN,1.5
es_ESP_elpais_int,2015-04-06,BOL,2
en_USA_nytime_int,2014-05-26,ESP,5
en_NZL_nzhera_int,2015-02-16,QAT,2
es_ARG_nacion_int,2015-05-18,COL,7
en_MYS_starmy_int,2014-05-12,ARE,0.5
es_BOL_larazo_int,2014-03-10,SYC,0.5
en_SGP_twoday_int,2015-05-04,HUN,1
en_NZL_nzhera_int,2014-01-27,COL,3
en_CHN_chinad_int,2014-12-08,TWN,0.5
en_MYS_starmy_int,2015-04-27,HKG,2
en_MYS_starmy_int,2015-02-16,IRN,15.8333333333
en_MYS_starmy_int,2015-05-18,MKD,2
en_GBR_dailyt_int,2014-07-21,ESP,1
es_MEX_univer_int,2015-03-23,ISR,3.3333333333
en_NGA_thiday_int,2014-07-21,GBR,4
es_BOL_patria_int,2015-04-27,VEN,1
es_ESP_catalu_int,2014-09-15,THA,1
es_ESP_elpais_int,2014-12-01,SRB,2.3333333333
es_ESP_elpais_int,2014-11-17,USA,21.5
fr_FRA_lepari_int,2014-06-09,SOM,0.5
en_CAN_starca_int,2014-04-21,UGA,1
en_NZL_nzhera_int,2014-12-08,LKA,7
es_ESP_catalu_int,2014-08-11,VEN,1
en_CHN_mopost_int,2014-10-06,CMR,3
en_GBR_dailyt_int,2014-01-27,MEX,9
en_MLT_tmalta_int,2015-05-18,AFG,1
en_IND_hindti_int,2014-08-11,TUR,1
es_MEX_univer_int,2015-06-22,SOM,1
es_MEX_jormex_int,2014-07-21,BRA,1
en_JPN_jatime_int,2014-11-10,ISR,1
en_MLT_tmalta_int,2014-09-22,AUS,2
es_ESP_elpais_int,2014-05-12,SDN,0.3333333333
en_USA_wapost_int,2014-09-08,ESP,0.5
en_SGP_twoday_int,2014-08-11,LBR,7.3333333333
es_ESP_elpais_int,2015-06-08,ROU,1
en_MYS_starmy_int,2015-03-02,BDI,1
en_IND_tindia_int,2014-01-27,BGD,1
en_CHN_mopost_int,2014-05-26,UKR,11
fr_FRA_lepari_int,2014-05-19,RUS,8.8333333333
en_NZL_nzhera_int,2015-05-18,UKR,8.3333333333
en_IND_tindia_int,2014-04-07,USA,23.3333333333
en_MYS_starmy_int,2015-04-20,ETH,1.5
en_CAN_starca_int,2015-04-27,BGD,1
en_GBR_guardi_int,2015-03-23,CHE,0.8333333333
en_IND_hindti_int,2015-06-22,CHL,1
en_PAK_newint_int,2014-11-17,PSE,3.5
en_CHN_chinad_int,2014-12-29,PAK,0.5
en_CHN_chinad_int,2014-06-23,NGA,3
en_MYS_starmy_int,2014-08-25,BLR,0.5
fr_FRA_lepari_int,2014-05-19,NGA,5
en_MYS_starmy_int,2015-01-19,MLI,1.5
en_GBR_guardi_int,2014-02-03,ARE,2
en_CHN_mopost_int,2015-04-27,BDI,1
es_CHL_mercur_int,2015-02-23,BRA,10
fr_BEL_lesoir_int,2015-05-04,CHL,1
es_VEN_univer_int,2014-07-14,RUS,25.6666666667
es_ARG_nacion_int,2014-08-25,ISR,5.5
es_CHL_tercer_int,2014-07-14,LBY,4
en_IND_hindti_int,2014-11-24,BRA,1
en_USA_nytime_int,2015-02-09,HKG,5
en_GBR_dailyt_int,2014-01-06,PER,1
en_GBR_guardi_int,2014-04-21,GRC,1
en_CAN_starca_int,2014-01-13,COG,1
fr_BEL_derheu_int,2015-04-13,COD,1
en_NZL_nzhera_int,2014-04-14,KEN,0.5
es_ESP_catalu_int,2015-05-18,PSE,2
en_NZL_nzhera_int,2015-05-18,SAU,3.8333333333
en_MLT_tmalta_int,2015-03-09,UKR,3
en_USA_wapost_int,2014-03-31,GBR,5
es_VEN_univer_int,2014-04-28,VUT,1
en_GBR_guardi_int,2014-08-18,FJI,1
en_PAK_newint_int,2014-10-27,SYR,1.5
es_CHL_mercur_int,2015-03-30,CHE,1
es_BOL_larazo_int,2015-03-02,SYR,1
es_ESP_elpais_int,2014-09-22,ISR,4
en_NZL_nzhera_int,2014-01-27,TUN,6
fr_FRA_lepari_int,2014-08-04,THA,1
en_AUS_austra_int,2015-06-29,PSE,0.5
fr_DZA_xpress_int,2014-12-01,PSE,1.5
en_GBR_dailyt_int,2014-03-17,POL,0.3333333333
fr_BEL_lesoir_int,2015-04-20,PSE,1
fr_BEL_lesoir_int,2015-06-15,DNK,2
en_JPN_jatime_int,2014-05-12,UKR,11
en_NZL_nzhera_int,2014-11-03,UKR,12
en_CHN_mopost_int,2014-03-24,YEM,1
es_ESP_elpais_int,2015-02-16,BLR,0.5
en_CHN_mopost_int,2014-11-17,TUN,2
es_CHL_tercer_int,2015-01-19,DEU,1
en_GBR_dailyt_int,2015-06-08,RUS,8.0833333333
en_CHN_mopost_int,2015-05-25,CAN,2
en_AUS_austra_int,2014-06-16,USA,3.1666666667
en_PAK_newint_int,2015-02-09,EGY,3.8333333333
fr_DZA_xpress_int,2015-01-05,PRK,0.5
es_CHL_tercer_int,2015-03-09,USA,30.5833333333
en_GBR_dailyt_int,2015-04-06,UKR,0.5
en_IND_hindti_int,2015-05-11,UKR,1
en_MYS_starmy_int,2015-05-11,IRL,1
en_NGA_thiday_int,2014-08-18,BEN,1.5
en_MYS_starmy_int,2014-12-29,ALB,2
es_CHL_mercur_int,2014-12-08,AUS,2
en_PAK_newint_int,2015-06-01,CHN,4.3333333333
en_NZL_nzhera_int,2015-04-13,KHM,2.1666666667
en_NZL_nzhera_int,2014-10-20,UKR,10
en_NZL_nzhera_int,2015-04-27,ESH,1
es_CHL_mercur_int,2015-05-04,VEN,3
en_GBR_guardi_int,2014-02-24,IRN,4
en_GBR_dailyt_int,2015-06-22,TUN,33.1666666667
en_CAN_starca_int,2014-11-03,MEX,2
en_IND_tindia_int,2014-08-11,SOM,1
en_USA_nytime_int,2014-05-26,YEM,1
en_USA_wapost_int,2014-06-30,SYR,1.5
en_PAK_newint_int,2014-12-01,NPL,1
en_SGP_twoday_int,2014-11-17,IRQ,32.75
en_USA_nytime_int,2015-01-12,MEX,3
en_ZWE_chroni_int,2015-01-05,LKA,1
en_MYS_starmy_int,2014-05-26,ISR,8
fr_FRA_lmonde_int,2014-06-23,ZAF,2
es_ESP_catalu_int,2014-06-30,PSE,5.3333333333
fr_DZA_xpress_int,2014-11-03,TUR,1
es_BOL_patria_int,2014-05-05,CAN,0.5
fr_CAN_jmontr_int,2014-10-20,USA,15.3333333333
es_MEX_univer_int,2014-11-17,IRN,4
fr_DZA_elwata_int,2015-05-04,USA,1
es_CHL_tercer_int,2015-02-02,CUB,2.5
en_SGP_twoday_int,2014-12-08,BRA,5
en_CHN_mopost_int,2015-04-20,EGY,3
en_GBR_guardi_int,2015-05-25,ARG,1
en_CHN_chinad_int,2015-04-20,EGY,3.5
es_CHL_mercur_int,2015-04-27,IRQ,3
en_MYS_starmy_int,2014-06-23,THA,3
fr_CAN_jmontr_int,2014-09-15,DEU,2.3333333333
es_ARG_nacion_int,2014-11-10,IRN,0.7
es_BOL_patria_int,2015-03-02,CHN,1.3333333333
fr_DZA_elwata_int,2014-05-19,IRN,1
en_IND_tindia_int,2014-08-11,THA,0.5
es_ESP_catalu_int,2014-07-07,IDN,1.5
en_MLT_tmalta_int,2015-06-29,LBY,1
fr_FRA_lmonde_int,2014-02-10,QAT,1
fr_DZA_xpress_int,2014-12-29,PSE,4
en_SGP_twoday_int,2014-05-05,KOR,5
en_CAN_starca_int,2015-04-20,VAT,1
en_USA_wapost_int,2014-11-24,SYR,5
en_GBR_dailyt_int,2014-10-06,UKR,2.5
en_MYS_starmy_int,2014-10-06,SOM,8.5
es_CHL_mercur_int,2015-03-30,MAR,0.5
en_GBR_dailyt_int,2014-01-20,SSD,0.5
en_PAK_newint_int,2014-07-21,IDN,1.5
es_ESP_catalu_int,2014-05-12,ITA,4.5
en_USA_nytime_int,2015-01-19,PHL,1
en_GBR_guardi_int,2014-10-13,EGY,1
en_CHN_chinad_int,2015-05-04,BLR,2.1666666667
en_CHN_mopost_int,2015-04-06,IRQ,4
en_AUS_austra_int,2014-09-29,IDN,2
en_PAK_newint_int,2015-01-12,TUR,3.3333333333
en_GBR_dailyt_int,2015-05-25,SWE,1
es_CHL_tercer_int,2015-04-06,ESP,2.5
es_BOL_patria_int,2015-04-06,CHN,1
es_MEX_jormex_int,2015-01-12,NGA,1
es_CHL_tercer_int,2014-07-21,ARG,10.5
en_CHN_chinad_int,2014-12-08,ESP,1
en_AUS_austra_int,2014-12-29,ISR,1.5
es_CHL_tercer_int,2015-05-04,CUB,3.5
en_NZL_nzhera_int,2014-01-20,ESP,6
en_CAN_starca_int,2014-11-03,NGA,1
es_BOL_patria_int,2014-11-10,LBY,1
en_NZL_nzhera_int,2015-02-16,SDN,4.1666666667
en_GBR_dailyt_int,2015-03-02,ETH,2
en_SGP_twoday_int,2014-12-01,SSD,0.5
es_ESP_catalu_int,2015-06-01,COL,2
en_NZL_nzhera_int,2014-08-04,VEN,2
en_PAK_newint_int,2014-10-13,TUR,2
en_CHN_mopost_int,2014-05-12,BIH,1
en_NGA_thiday_int,2014-01-20,GBR,1
en_PAK_newint_int,2014-12-01,YEM,1
en_NZL_nzhera_int,2014-01-20,SOM,2
en_IND_hindti_int,2014-05-12,LAO,1
es_MEX_jormex_int,2014-06-30,IRQ,4.5
en_GBR_guardi_int,2014-03-03,CHE,1.5
en_GBR_guardi_int,2014-03-31,MDV,1
en_CAN_starca_int,2015-06-22,CHN,1
en_USA_nytime_int,2015-05-18,NGA,1
en_GBR_guardi_int,2014-07-28,QAT,2
en_NZL_nzhera_int,2014-11-24,ZAF,1
fr_DZA_elwata_int,2015-05-25,SYR,0.5
en_MLT_tmalta_int,2015-02-09,EGY,4.3333333333
en_MLT_tmalta_int,2014-07-28,CHN,1
en_NZL_nzhera_int,2014-04-14,ETH,3
en_NZL_nzhera_int,2014-12-29,COL,0.5
fr_FRA_lepari_int,2014-05-05,NLD,1
en_NZL_nzhera_int,2014-03-17,JAM,1
en_SGP_twoday_int,2014-08-04,SDN,2
en_NZL_nzhera_int,2015-05-18,BDI,15.5
en_NZL_nzhera_int,2014-02-24,KHM,1
es_ESP_elpais_int,2014-04-21,ISR,0.5
fr_DZA_elwata_int,2015-03-09,PSE,1
es_MEX_univer_int,2015-04-27,SDN,1
es_BOL_larazo_int,2014-03-10,URY,1
es_MEX_univer_int,2014-06-02,IRQ,6
es_CHL_tercer_int,2015-02-09,ISR,3
en_MYS_starmy_int,2015-03-23,JOR,0.3333333333
en_USA_wapost_int,2015-02-02,ARE,2
fr_FRA_lmonde_int,2015-01-19,DEU,4.3333333333
en_GBR_dailyt_int,2014-10-06,CAN,1
en_USA_wapost_int,2014-04-21,BGD,1
en_CHN_chinad_int,2015-05-11,SAU,2
en_IND_hindti_int,2014-12-15,PSE,1
fr_FRA_lepari_int,2014-03-17,UKR,36.9166666667
en_CHN_chinad_int,2015-06-01,CAN,1
en_AUS_hersun_int,2014-11-03,IDN,2.5
en_CHN_mopost_int,2014-01-06,SLV,0.5
fr_DZA_xpress_int,2015-04-13,IRN,4
en_IND_hindti_int,2015-03-09,SWE,0.5
en_USA_nytime_int,2014-09-22,PRY,1
es_ESP_catalu_int,2014-08-04,MAR,1.5
es_MEX_univer_int,2014-12-08,MYS,0.5
es_BOL_larazo_int,2014-10-20,CHN,1
es_VEN_univer_int,2015-06-01,URY,1
es_VEN_univer_int,2014-04-21,COD,0.5
en_CHN_mopost_int,2014-12-29,ESP,1
en_CAN_starca_int,2014-06-23,JPN,1
es_VEN_univer_int,2014-11-24,URY,14
en_GBR_guardi_int,2015-06-08,SLE,2
es_ESP_elpais_int,2015-06-22,ALB,1
en_CAN_starca_int,2014-09-29,JPN,6
en_IND_tindia_int,2015-03-09,JPN,2
en_CAN_starca_int,2015-06-01,IND,1
es_MEX_univer_int,2015-02-16,ARG,4
en_NZL_nzhera_int,2015-05-11,SLE,0.5
en_NZL_nzhera_int,2014-07-21,COG,1.5
en_USA_nytime_int,2015-04-27,DZA,2
es_BOL_larazo_int,2014-09-15,IRQ,4
en_CHN_mopost_int,2013-12-30,ISR,2.6666666667
en_SGP_twoday_int,2014-08-11,EGY,12.5
en_IND_tindia_int,2015-02-02,NGA,3
es_VEN_univer_int,2015-06-29,YEM,1
en_CHN_chinad_int,2014-04-21,NPL,1
fr_DZA_elwata_int,2015-05-04,TUN,1.5
en_CAN_starca_int,2014-10-06,GBR,1
en_USA_wapost_int,2014-06-02,QAT,1
en_ZWE_chroni_int,2014-07-14,NLD,1
en_NZL_nzhera_int,2014-11-03,LVA,2
en_USA_nytime_int,2014-10-20,SDN,1
en_GBR_dailyt_int,2015-03-23,LBY,1
fr_DZA_xpress_int,2014-03-24,ESP,1
es_MEX_jormex_int,2015-04-13,IRQ,1
en_CAN_starca_int,2015-04-20,MYS,1
es_MEX_jormex_int,2014-10-20,NGA,1
fr_BEL_lesoir_int,2014-12-15,PRK,5
en_NZL_nzhera_int,2014-06-02,BEL,0.5
en_GBR_dailyt_int,2014-07-07,BEL,2
en_NGA_thiday_int,2015-04-20,TCD,1.5
en_GBR_guardi_int,2014-03-03,FRA,16.8333333333
en_USA_nytime_int,2014-04-07,MNG,2
en_USA_wapost_int,2014-03-17,SYR,5.5
en_ZWE_chroni_int,2015-05-18,IDN,1
es_VEN_univer_int,2014-09-22,ESP,31.3333333333
en_GBR_dailyt_int,2014-02-24,KOR,0.5
fr_DZA_xpress_int,2015-02-02,CAN,0.5
en_CHN_chinad_int,2015-06-15,SVK,0.5
en_GBR_guardi_int,2014-05-12,BGR,0.5
fr_DZA_xpress_int,2014-10-20,MOZ,1
fr_FRA_lmonde_int,2014-10-27,BFA,54
en_JPN_jatime_int,2014-06-30,DEU,1
en_NZL_nzhera_int,2014-11-17,BFA,7.5
en_AUS_austra_int,2014-12-08,BRA,1
en_CHN_chinad_int,2014-10-06,SYR,1
en_IND_hindti_int,2015-06-01,CHN,35.3333333333
en_NZL_nzhera_int,2015-04-20,TWN,3
en_SGP_twoday_int,2015-06-22,CHL,2
es_ESP_catalu_int,2015-02-09,CHN,1.3333333333
fr_BEL_derheu_int,2015-06-29,LBR,2
en_GBR_guardi_int,2014-01-13,KWT,0.3333333333
en_GBR_dailyt_int,2015-02-09,RUS,8.3333333333
en_SGP_twoday_int,2015-03-09,POL,3
en_CHN_mopost_int,2014-03-24,IRN,0.5
en_NGA_thiday_int,2014-09-29,JPN,1
en_GBR_guardi_int,2014-10-27,PAK,1.1666666667
en_GBR_dailyt_int,2014-08-04,SGP,1
fr_DZA_elwata_int,2015-05-18,SAU,4
es_CHL_tercer_int,2015-05-04,BOL,3
en_GBR_dailyt_int,2015-03-16,BEL,1
en_MYS_starmy_int,2015-01-26,HKG,2
en_NZL_nzhera_int,2014-02-10,PHL,9
fr_CAN_jmontr_int,2014-05-19,GRC,0.5
es_CHL_mercur_int,2014-09-01,BRA,3.6666666667
es_CHL_mercur_int,2014-10-06,NGA,0.5
en_CHN_mopost_int,2014-11-24,NGA,5
en_IND_hindti_int,2014-12-01,NPL,1
es_ARG_nacion_int,2015-05-25,IND,2
en_USA_nytime_int,2014-07-21,SYR,10
en_USA_nytime_int,2014-05-12,JPN,2
en_NZL_nzhera_int,2014-02-24,SDN,3
en_GBR_guardi_int,2015-03-02,USA,84.6666666667
fr_DZA_elwata_int,2015-04-20,ZAF,2
en_SGP_twoday_int,2014-08-25,EGY,10.25
en_NZL_nzhera_int,2014-02-10,AUT,1.5
en_JPN_jatime_int,2014-04-07,NLD,0.5
es_CHL_mercur_int,2015-03-30,GBR,4
en_NZL_nzhera_int,2014-11-03,BOL,0.5
es_CHL_mercur_int,2014-06-30,URY,2
en_GBR_guardi_int,2014-03-31,IRN,4
en_USA_nytime_int,2014-03-10,DEU,6.5
fr_FRA_lmonde_int,2015-06-01,IRQ,6.5
en_GBR_dailyt_int,2014-08-04,SWE,1
en_AUS_austra_int,2014-07-07,AFG,1
es_VEN_univer_int,2014-11-10,SYR,9.5
en_GBR_guardi_int,2014-12-08,LBN,0.5
en_GBR_guardi_int,2015-06-22,KOR,0.5
es_BOL_patria_int,2015-05-11,PAK,1
es_MEX_univer_int,2015-04-27,ITA,4
en_IND_hindti_int,2014-04-21,AUS,3
es_MEX_jormex_int,2014-12-29,GRC,2
es_VEN_univer_int,2015-05-11,AFG,4
en_JPN_jatime_int,2015-01-12,NGA,4.5
es_BOL_patria_int,2015-02-09,SSD,0.5
fr_BEL_lesoir_int,2015-02-02,FRA,6.1666666667
fr_FRA_lepari_int,2014-03-31,VAT,2
en_GBR_dailyt_int,2015-05-04,CUB,1.5
en_USA_nytime_int,2015-04-20,ARG,1
es_CHL_tercer_int,2014-11-24,ALB,1
es_ESP_catalu_int,2014-09-29,MEX,2
es_VEN_univer_int,2014-06-30,CHN,7.5
en_GBR_guardi_int,2014-09-29,HKG,90.3333333333
es_ESP_catalu_int,2015-06-22,ARM,1
es_ARG_nacion_int,2015-05-11,NGA,1
es_VEN_univer_int,2014-06-02,SOM,0.5
